,source,target,weight
1389,wind,justrecovery,1
1390,wind,CleanTech,1
1391,wind,greenenergy,1
1392,wind,denmark,1
1393,wind,wasteless,1
1394,wind,climate,1
1395,wind,climatechange,1
1396,wind,greennewdeal,1
1397,wind,climatecrisis,1
1398,wind,sustainable,1
1399,wind,sustainability,1
1400,wind,renewables,1
1401,wind,cdnpoli,1
1402,wind,climatestrike,1
1403,wind,garbagepatch,1
1404,365sustainabledecisions,wrapping,1
1405,365sustainabledecisions,storage,1
1406,365sustainabledecisions,crafting,1
1407,365sustainabledecisions,greenplanet,1
1408,365sustainabledecisions,book,1
1409,365sustainabledecisions,sharingsolutions,1
1410,365sustainabledecisions,naturenow,1
1411,365sustainabledecisions,questionnaire,1
1412,365sustainabledecisions,fornature,1
1413,365sustainabledecisions,sustainable,1
1414,365sustainabledecisions,climatecrisis,1
1415,365sustainabledecisions,zerowaste,1
1416,365sustainabledecisions,savetheplanet,1
1417,365sustainabledecisions,sdgs,1
1418,365sustainabledecisions,ashtag,1
1419,365sustainabledecisions,vinegar,1
1420,365sustainabledecisions,emails,1
1421,365sustainabledecisions,sustainability,1
1422,365sustainabledecisions,art,1
1423,365sustainabledecisions,upcycling,1
1424,365sustainabledecisions,insects,1
1425,365sustainabledecisions,environmentallyfriendly,1
1426,sustainability,technology,1
1427,sustainability,solarpanels,1
1428,sustainability,industry40,1
1429,sustainability,crafting,1
1430,sustainability,greenplanet,1
1431,sustainability,cauverycalling,1
1432,sustainability,sharingsolutions,1
1433,sustainability,greenenergy,1
1434,sustainability,innovation,1
1435,sustainability,climate,1
1436,sustainability,fornature,1
1437,sustainability,climatechange,2
1438,sustainability,greentechnology,1
1439,sustainability,ocean,1
1440,sustainability,sustainable,2
1441,sustainability,newzealand,1
1442,sustainability,globalwarming,1
1443,sustainability,ashtag,1
1444,sustainability,vinegar,1
1445,sustainability,emails,1
1446,sustainability,living,1
1447,sustainability,renewables,2
1448,sustainability,environmentallyfriendly,1
1449,sustainability,garbagepatch,1
1450,sustainability,antarctica,1
1451,sustainability,wrapping,1
1452,sustainability,storage,1
1453,sustainability,solar,1
1454,sustainability,carbon,1
1455,sustainability,justrecovery,1
1456,sustainability,book,1
1457,sustainability,naturenow,1
1458,sustainability,CleanTech,1
1459,sustainability,denmark,1
1460,sustainability,wasteless,1
1461,sustainability,greennewdeal,1
1462,sustainability,climatecrisis,2
1463,sustainability,zerowaste,1
1464,sustainability,savetheplanet,1
1465,sustainability,sdgs,1
1466,sustainability,emissions,1
1467,sustainability,health,1
1468,sustainability,conservation,1
1469,sustainability,art,1
1470,sustainability,upcycling,1
1471,sustainability,cdnpoli,1
1472,sustainability,climatestrike,1
1473,sustainability,insects,1
1474,sustainability,questionnaire,1
1475,conservation,aatmanirbharbharat,1
1476,conservation,climatechange,2
1477,conservation,ocean,1
1478,conservation,projectlion,1
1479,conservation,boop,1
1480,conservation,globalwarming,1
1481,conservation,carbon,1
1482,conservation,emissions,1
1483,conservation,health,1
1484,conservation,living,1
1485,conservation,renewables,1
1486,conservation,dolphins,1
1487,conservation,climate,1
1488,resetforbiking,floods,1
1489,resetforbiking,walking,1
1490,resetforbiking,bicycle,1
1491,resetforbiking,smogtowers,1
1492,resetforbiking,climatecrisis,1
1493,resetforbiking,ebikes,1
1494,resetforbiking,fridaysforfuture,1
1495,resetforbiking,bikelife,1
1496,resetforbiking,cycling,1
1497,resetforbiking,delhi,1
1498,resetforbiking,climatestrike,1
1499,resetforbiking,eia2020draft,1
1500,resetforbiking,drought,1
1501,climatechangeisreal,climatestrikeonline,1
1502,climatechangeisreal,climatechange,1
1503,climatechangeisreal,stayhomestaysafe,1
1504,climatechangeisreal,fridaysforfuture,1
1505,climatechangeisreal,schoolstrike4climate,1
1506,climatechangeisreal,onebilliontreesforafrica,1
1507,climatechangeisreal,climatestrike,1
1508,climatechangeisreal,fridaythoughts,1
1509,climatechangeisreal,climate,1
1510,onebilliontreesforafrica,climatestrikeonline,1
1511,onebilliontreesforafrica,climatechange,1
1512,onebilliontreesforafrica,stayhomestaysafe,1
1513,onebilliontreesforafrica,fridaysforfuture,1
1514,onebilliontreesforafrica,schoolstrike4climate,1
1515,onebilliontreesforafrica,climatestrike,1
1516,onebilliontreesforafrica,fridaythoughts,1
1517,onebilliontreesforafrica,climate,1
1518,protectourcoast,ocean,1
1519,protectourcoast,breakfreefromplastic,1
1520,jaihind,greenindiachallage,1
1521,jaihind,greenmitti,1
1522,jaihind,seedganesha,1
1523,jaihind,ecofriendly,1
1524,cdnpoli,technology,1
1525,cdnpoli,antarctica,1
1526,cdnpoli,solarpanels,1
1527,cdnpoli,solar,1
1528,cdnpoli,justrecovery,1
1529,cdnpoli,CleanTech,1
1530,cdnpoli,greenenergy,1
1531,cdnpoli,denmark,1
1532,cdnpoli,wasteless,1
1533,cdnpoli,climate,1
1534,cdnpoli,climatechange,1
1535,cdnpoli,greennewdeal,1
1536,cdnpoli,climatecrisis,1
1537,cdnpoli,sustainable,1
1538,cdnpoli,renewables,1
1539,cdnpoli,climatestrike,1
1540,cdnpoli,garbagepatch,1
1541,climatestrike,technology,1
1542,climatestrike,smogtowers,1
1543,climatestrike,solarpanels,1
1544,climatestrike,greenenergy,1
1545,climatestrike,climate,2
1546,climatestrike,climatestrikeonline,2
1547,climatestrike,climatechange,2
1548,climatestrike,bicycle,1
1549,climatestrike,sustainable,1
1550,climatestrike,stayhomestaysafe,1
1551,climatestrike,renewables,1
1552,climatestrike,delhi,1
1553,climatestrike,eia2020draft,1
1554,climatestrike,fridaythoughts,1
1555,climatestrike,garbagepatch,1
1556,climatestrike,floods,1
1557,climatestrike,antarctica,1
1558,climatestrike,solar,1
1559,climatestrike,justrecovery,1
1560,climatestrike,fridaysforfuture,4
1561,climatestrike,bikelife,1
1562,climatestrike,CleanTech,1
1563,climatestrike,denmark,1
1564,climatestrike,wasteless,1
1565,climatestrike,walking,1
1566,climatestrike,greennewdeal,1
1567,climatestrike,climatecrisis,2
1568,climatestrike,ebikes,1
1569,climatestrike,schoolstrike4climate,3
1570,climatestrike,cycling,1
1571,climatestrike,drought,1
1572,insects,wrapping,1
1573,insects,storage,1
1574,insects,crafting,1
1575,insects,greenplanet,1
1576,insects,book,1
1577,insects,sharingsolutions,1
1578,insects,naturenow,1
1579,insects,questionnaire,1
1580,insects,fornature,1
1581,insects,sustainable,1
1582,insects,climatecrisis,1
1583,insects,zerowaste,1
1584,insects,savetheplanet,1
1585,insects,sdgs,1
1586,insects,ashtag,1
1587,insects,vinegar,1
1588,insects,emails,1
1589,insects,art,1
1590,insects,upcycling,1
1591,insects,environmentallyfriendly,1
1592,ecofriendly,greenindiachallage,1
1593,ecofriendly,greenmitti,1
1594,ecofriendly,seedganesha,1
1595,drought,floods,1
1596,drought,walking,1
1597,drought,bicycle,1
1598,drought,smogtowers,1
1599,drought,climatecrisis,1
1600,drought,ebikes,1
1601,drought,fridaysforfuture,1
1602,drought,bikelife,1
1603,drought,cycling,1
1604,drought,delhi,1
1605,drought,eia2020draft,1
1606,technology,antarctica,1
1607,technology,solarpanels,1
1608,technology,solar,1
1609,technology,justrecovery,1
1610,technology,CleanTech,1
1611,technology,greenenergy,1
1612,technology,denmark,1
1613,technology,wasteless,1
1614,technology,climate,1
1615,technology,climatechange,1
1616,technology,greennewdeal,1
1617,technology,climatecrisis,1
1618,technology,sustainable,1
1619,technology,renewables,1
1620,technology,garbagepatch,1
1621,greenindiachallage,greenmitti,1
1622,greenindiachallage,seedganesha,1
1623,smogtowers,floods,1
1624,smogtowers,walking,1
1625,smogtowers,bicycle,1
1626,smogtowers,climatecrisis,1
1627,smogtowers,ebikes,1
1628,smogtowers,fridaysforfuture,1
1629,smogtowers,bikelife,1
1630,smogtowers,cycling,1
1631,smogtowers,delhi,1
1632,smogtowers,eia2020draft,1
1633,solarpanels,antarctica,1
1634,solarpanels,solar,1
1635,solarpanels,justrecovery,1
1636,solarpanels,CleanTech,1
1637,solarpanels,greenenergy,1
1638,solarpanels,denmark,1
1639,solarpanels,wasteless,1
1640,solarpanels,climate,1
1641,solarpanels,climatechange,1
1642,solarpanels,greennewdeal,1
1643,solarpanels,climatecrisis,1
1644,solarpanels,sustainable,1
1645,solarpanels,renewables,1
1646,solarpanels,garbagepatch,1
1647,industry40,greentechnology,1
1648,industry40,newzealand,1
1649,industry40,innovation,1
1650,ignoreresilientrecovery,climatechange,1
1651,ignoreresilientrecovery,renewables,1
1652,ignoreresilientrecovery,climate,1
1653,environmental,greenhouse,1
1654,environmental,pollution,1
1655,environmental,climatechange,1
1656,environmental,climatecrisis,1
1657,environmental,renewables,1
1658,environmental,globalwarming,1
1659,environmental,emissions,1
1660,environmental,ecocide,1
1661,environmental,climate,1
1662,crafting,wrapping,1
1663,crafting,storage,1
1664,crafting,greenplanet,1
1665,crafting,book,1
1666,crafting,sharingsolutions,1
1667,crafting,naturenow,1
1668,crafting,questionnaire,1
1669,crafting,fornature,1
1670,crafting,sustainable,1
1671,crafting,climatecrisis,1
1672,crafting,zerowaste,1
1673,crafting,savetheplanet,1
1674,crafting,sdgs,1
1675,crafting,ashtag,1
1676,crafting,vinegar,1
1677,crafting,emails,1
1678,crafting,art,1
1679,crafting,upcycling,1
1680,crafting,environmentallyfriendly,1
1681,eugreendeal,euadaptationstrategy,1
1682,eugreendeal,climatechange,1
1683,eugreendeal,CleanTech,1
1684,eugreendeal,climateresilienteurope,1
1685,eugreendeal,climateneutraleu,1
1686,greenplanet,wrapping,1
1687,greenplanet,storage,1
1688,greenplanet,book,1
1689,greenplanet,sharingsolutions,1
1690,greenplanet,naturenow,1
1691,greenplanet,questionnaire,1
1692,greenplanet,fornature,1
1693,greenplanet,sustainable,1
1694,greenplanet,climatecrisis,1
1695,greenplanet,zerowaste,1
1696,greenplanet,savetheplanet,1
1697,greenplanet,sdgs,1
1698,greenplanet,ashtag,1
1699,greenplanet,vinegar,1
1700,greenplanet,emails,1
1701,greenplanet,art,1
1702,greenplanet,upcycling,1
1703,greenplanet,environmentallyfriendly,1
1704,greenmitti,seedganesha,1
1705,sharingsolutions,wrapping,1
1706,sharingsolutions,storage,1
1707,sharingsolutions,book,1
1708,sharingsolutions,naturenow,1
1709,sharingsolutions,questionnaire,1
1710,sharingsolutions,fornature,1
1711,sharingsolutions,sustainable,1
1712,sharingsolutions,climatecrisis,1
1713,sharingsolutions,zerowaste,1
1714,sharingsolutions,savetheplanet,1
1715,sharingsolutions,sdgs,1
1716,sharingsolutions,ashtag,1
1717,sharingsolutions,vinegar,1
1718,sharingsolutions,emails,1
1719,sharingsolutions,art,1
1720,sharingsolutions,upcycling,1
1721,sharingsolutions,environmentallyfriendly,1
1722,greenenergy,antarctica,1
1723,greenenergy,solar,1
1724,greenenergy,justrecovery,1
1725,greenenergy,CleanTech,1
1726,greenenergy,denmark,1
1727,greenenergy,wasteless,1
1728,greenenergy,climate,1
1729,greenenergy,climatechange,1
1730,greenenergy,greennewdeal,1
1731,greenenergy,climatecrisis,1
1732,greenenergy,sustainable,1
1733,greenenergy,renewables,1
1734,greenenergy,garbagepatch,1
1735,calltoearth,globalwarming,1
1736,safaikarmachari,ocean,1
1737,innovation,greentechnology,1
1738,innovation,newzealand,1
1739,climate,antarctica,1
1740,climate,solar,1
1741,climate,justrecovery,1
1742,climate,fridaysforfuture,1
1743,climate,CleanTech,1
1744,climate,denmark,1
1745,climate,wasteless,1
1746,climate,ecocide,1
1747,climate,climatestrikeonline,1
1748,climate,climatechange,6
1749,climate,greennewdeal,1
1750,climate,climatecrisis,2
1751,climate,sustainable,1
1752,climate,globalwarming,2
1753,climate,stayhomestaysafe,1
1754,climate,emissions,1
1755,climate,greenhouse,1
1756,climate,pollution,1
1757,climate,fridaythoughts,1
1758,climate,schoolstrike4climate,1
1759,climate,renewables,3
1760,climate,garbagepatch,1
1761,fornature,wrapping,1
1762,fornature,storage,1
1763,fornature,book,1
1764,fornature,naturenow,1
1765,fornature,questionnaire,1
1766,fornature,sustainable,1
1767,fornature,climatecrisis,1
1768,fornature,zerowaste,1
1769,fornature,savetheplanet,1
1770,fornature,sdgs,1
1771,fornature,ashtag,1
1772,fornature,vinegar,1
1773,fornature,emails,1
1774,fornature,art,1
1775,fornature,upcycling,1
1776,fornature,environmentallyfriendly,1
1777,aatmanirbharbharat,projectlion,1
1778,aatmanirbharbharat,dolphins,1
1779,euadaptationstrategy,climatechange,1
1780,euadaptationstrategy,CleanTech,1
1781,euadaptationstrategy,climateresilienteurope,1
1782,euadaptationstrategy,climateneutraleu,1
1783,climatechange,ocean,1
1784,climatechange,climatestrikeonline,1
1785,climatechange,sustainable,1
1786,climatechange,globalwarming,2
1787,climatechange,stayhomestaysafe,1
1788,climatechange,living,1
1789,climatechange,renewables,4
1790,climatechange,climateresilienteurope,1
1791,climatechange,fridaythoughts,1
1792,climatechange,garbagepatch,1
1793,climatechange,antarctica,1
1794,climatechange,solar,1
1795,climatechange,carbon,1
1796,climatechange,justrecovery,1
1797,climatechange,climateneutraleu,1
1798,climatechange,fridaysforfuture,1
1799,climatechange,CleanTech,2
1800,climatechange,denmark,1
1801,climatechange,wasteless,1
1802,climatechange,ecocide,1
1803,climatechange,greennewdeal,1
1804,climatechange,climatecrisis,2
1805,climatechange,emissions,2
1806,climatechange,greenhouse,1
1807,climatechange,pollution,1
1808,climatechange,health,1
1809,climatechange,schoolstrike4climate,1
1810,ocean,breakfreefromplastic,1
1811,ocean,globalwarming,1
1812,ocean,carbon,1
1813,ocean,emissions,1
1814,ocean,health,1
1815,ocean,living,1
1816,ocean,renewables,1
1817,greentechnology,newzealand,1
1818,climatestrikeonline,stayhomestaysafe,1
1819,climatestrikeonline,fridaysforfuture,3
1820,climatestrikeonline,schoolstrike4climate,3
1821,climatestrikeonline,fridaythoughts,1
1822,sustainable,ashtag,1
1823,sustainable,vinegar,1
1824,sustainable,emails,1
1825,sustainable,renewables,1
1826,sustainable,garbagepatch,1
1827,sustainable,environmentallyfriendly,1
1828,sustainable,antarctica,1
1829,sustainable,wrapping,1
1830,sustainable,storage,1
1831,sustainable,solar,1
1832,sustainable,justrecovery,1
1833,sustainable,book,1
1834,sustainable,naturenow,1
1835,sustainable,CleanTech,1
1836,sustainable,denmark,1
1837,sustainable,wasteless,1
1838,sustainable,greennewdeal,1
1839,sustainable,climatecrisis,2
1840,sustainable,zerowaste,1
1841,sustainable,savetheplanet,1
1842,sustainable,sdgs,1
1843,sustainable,art,1
1844,sustainable,upcycling,1
1845,sustainable,questionnaire,1
1846,bicycle,floods,1
1847,bicycle,walking,1
1848,bicycle,climatecrisis,1
1849,bicycle,ebikes,1
1850,bicycle,fridaysforfuture,1
1851,bicycle,bikelife,1
1852,bicycle,cycling,1
1853,bicycle,delhi,1
1854,bicycle,eia2020draft,1
1855,globalwarming,climatecrisis,1
1856,globalwarming,carbon,1
1857,globalwarming,emissions,2
1858,globalwarming,greenhouse,1
1859,globalwarming,pollution,1
1860,globalwarming,health,1
1861,globalwarming,living,1
1862,globalwarming,renewables,2
1863,globalwarming,ecocide,1
1864,stayhomestaysafe,fridaysforfuture,1
1865,stayhomestaysafe,schoolstrike4climate,1
1866,stayhomestaysafe,fridaythoughts,1
1867,ashtag,wrapping,1
1868,ashtag,storage,1
1869,ashtag,book,1
1870,ashtag,naturenow,1
1871,ashtag,questionnaire,1
1872,ashtag,climatecrisis,1
1873,ashtag,zerowaste,1
1874,ashtag,savetheplanet,1
1875,ashtag,sdgs,1
1876,ashtag,vinegar,1
1877,ashtag,emails,1
1878,ashtag,art,1
1879,ashtag,upcycling,1
1880,ashtag,environmentallyfriendly,1
1881,vinegar,wrapping,1
1882,vinegar,storage,1
1883,vinegar,book,1
1884,vinegar,naturenow,1
1885,vinegar,questionnaire,1
1886,vinegar,climatecrisis,1
1887,vinegar,zerowaste,1
1888,vinegar,savetheplanet,1
1889,vinegar,sdgs,1
1890,vinegar,emails,1
1891,vinegar,art,1
1892,vinegar,upcycling,1
1893,vinegar,environmentallyfriendly,1
1894,emails,wrapping,1
1895,emails,storage,1
1896,emails,book,1
1897,emails,naturenow,1
1898,emails,questionnaire,1
1899,emails,climatecrisis,1
1900,emails,zerowaste,1
1901,emails,savetheplanet,1
1902,emails,sdgs,1
1903,emails,art,1
1904,emails,upcycling,1
1905,emails,environmentallyfriendly,1
1906,living,health,1
1907,living,renewables,1
1908,living,emissions,1
1909,living,carbon,1
1910,renewables,antarctica,1
1911,renewables,solar,1
1912,renewables,carbon,1
1913,renewables,justrecovery,1
1914,renewables,CleanTech,1
1915,renewables,denmark,1
1916,renewables,wasteless,1
1917,renewables,ecocide,1
1918,renewables,greennewdeal,1
1919,renewables,climatecrisis,2
1920,renewables,emissions,3
1921,renewables,greenhouse,1
1922,renewables,pollution,1
1923,renewables,health,1
1924,renewables,garbagepatch,1
1925,delhi,floods,1
1926,delhi,walking,1
1927,delhi,climatecrisis,1
1928,delhi,ebikes,1
1929,delhi,fridaysforfuture,1
1930,delhi,bikelife,1
1931,delhi,cycling,1
1932,delhi,eia2020draft,1
1933,eia2020draft,floods,1
1934,eia2020draft,walking,1
1935,eia2020draft,climatecrisis,1
1936,eia2020draft,ebikes,1
1937,eia2020draft,fridaysforfuture,1
1938,eia2020draft,bikelife,1
1939,eia2020draft,cycling,1
1940,climateresilienteurope,CleanTech,1
1941,climateresilienteurope,climateneutraleu,1
1942,fridaythoughts,fridaysforfuture,1
1943,fridaythoughts,schoolstrike4climate,1
1944,environmentallyfriendly,wrapping,1
1945,environmentallyfriendly,storage,1
1946,environmentallyfriendly,book,1
1947,environmentallyfriendly,naturenow,1
1948,environmentallyfriendly,questionnaire,1
1949,environmentallyfriendly,climatecrisis,1
1950,environmentallyfriendly,zerowaste,1
1951,environmentallyfriendly,savetheplanet,1
1952,environmentallyfriendly,sdgs,1
1953,environmentallyfriendly,art,1
1954,environmentallyfriendly,upcycling,1
1955,garbagepatch,antarctica,1
1956,garbagepatch,solar,1
1957,garbagepatch,justrecovery,1
1958,garbagepatch,CleanTech,1
1959,garbagepatch,denmark,1
1960,garbagepatch,wasteless,1
1961,garbagepatch,greennewdeal,1
1962,garbagepatch,climatecrisis,1
1963,floods,walking,1
1964,floods,climatecrisis,1
1965,floods,ebikes,1
1966,floods,fridaysforfuture,1
1967,floods,bikelife,1
1968,floods,cycling,1
1969,antarctica,solar,1
1970,antarctica,justrecovery,1
1971,antarctica,CleanTech,1
1972,antarctica,denmark,1
1973,antarctica,wasteless,1
1974,antarctica,greennewdeal,1
1975,antarctica,climatecrisis,1
1976,wrapping,storage,1
1977,wrapping,book,1
1978,wrapping,naturenow,1
1979,wrapping,questionnaire,1
1980,wrapping,climatecrisis,1
1981,wrapping,zerowaste,1
1982,wrapping,savetheplanet,1
1983,wrapping,sdgs,1
1984,wrapping,art,1
1985,wrapping,upcycling,1
1986,storage,book,1
1987,storage,naturenow,1
1988,storage,questionnaire,1
1989,storage,climatecrisis,1
1990,storage,zerowaste,1
1991,storage,savetheplanet,1
1992,storage,sdgs,1
1993,storage,art,1
1994,storage,upcycling,1
1995,solar,justrecovery,1
1996,solar,CleanTech,1
1997,solar,denmark,1
1998,solar,wasteless,1
1999,solar,greennewdeal,1
2000,solar,climatecrisis,1
2001,carbon,health,1
2002,carbon,emissions,1
2003,justrecovery,CleanTech,1
2004,justrecovery,denmark,1
2005,justrecovery,wasteless,1
2006,justrecovery,greennewdeal,1
2007,justrecovery,climatecrisis,1
2008,climateneutraleu,CleanTech,1
2009,fridaysforfuture,bikelife,1
2010,fridaysforfuture,walking,1
2011,fridaysforfuture,climatecrisis,1
2012,fridaysforfuture,ebikes,1
2013,fridaysforfuture,schoolstrike4climate,4
2014,fridaysforfuture,cycling,1
2015,book,naturenow,1
2016,book,questionnaire,1
2017,book,climatecrisis,1
2018,book,zerowaste,1
2019,book,savetheplanet,1
2020,book,sdgs,1
2021,book,art,1
2022,book,upcycling,1
2023,naturenow,questionnaire,1
2024,naturenow,climatecrisis,1
2025,naturenow,zerowaste,1
2026,naturenow,savetheplanet,1
2027,naturenow,sdgs,1
2028,naturenow,art,1
2029,naturenow,upcycling,1
2030,bikelife,walking,1
2031,bikelife,climatecrisis,1
2032,bikelife,ebikes,1
2033,bikelife,cycling,1
2034,CleanTech,denmark,1
2035,CleanTech,wasteless,1
2036,CleanTech,greennewdeal,1
2037,CleanTech,climatecrisis,1
2038,denmark,wasteless,1
2039,denmark,greennewdeal,1
2040,denmark,climatecrisis,1
2041,wasteless,greennewdeal,1
2042,wasteless,climatecrisis,1
2043,ecocide,greenhouse,1
2044,ecocide,pollution,1
2045,ecocide,climatecrisis,1
2046,ecocide,emissions,1
2047,walking,climatecrisis,1
2048,walking,ebikes,1
2049,walking,cycling,1
2050,projectlion,dolphins,1
2051,greennewdeal,climatecrisis,1
2052,climatecrisis,zerowaste,1
2053,climatecrisis,savetheplanet,1
2054,climatecrisis,sdgs,1
2055,climatecrisis,emissions,1
2056,climatecrisis,greenhouse,1
2057,climatecrisis,ebikes,1
2058,climatecrisis,pollution,1
2059,climatecrisis,art,1
2060,climatecrisis,upcycling,1
2061,climatecrisis,cycling,1
2062,climatecrisis,questionnaire,1
2063,zerowaste,questionnaire,1
2064,zerowaste,savetheplanet,1
2065,zerowaste,sdgs,1
2066,zerowaste,art,1
2067,zerowaste,upcycling,1
2068,savetheplanet,questionnaire,1
2069,savetheplanet,sdgs,1
2070,savetheplanet,art,1
2071,savetheplanet,upcycling,1
2072,sdgs,questionnaire,1
2073,sdgs,art,1
2074,sdgs,upcycling,1
2075,emissions,greenhouse,1
2076,emissions,pollution,2
2077,emissions,health,1
2078,pollution,greenhouse,1
2079,ebikes,cycling,1
2080,art,questionnaire,1
2081,art,upcycling,1
2082,upcycling,questionnaire,1
